Location,Complex,Area(m²),Price(₩10k),Built_Year,Contract_Date,Floor,Station,Phase
정왕동,고합,59.96,17200,1998,2017-02-25,5,UnjeongCentral,Before
은행동,대우푸르지오3차,59.258,24700,1998,2017-02-24,16,UnjeongCentral,Before
장곡동,연성대우3,79.7124,25500,2000,2017-02-07,4,UnjeongCentral,Before
능곡동,상록힐스테이트,85.0,35700,2009,2017-02-24,12,UnjeongCentral,Before
정왕동,서해2,103.07,28000,1998,2017-02-28,2,UnjeongCentral,Before
대야동,청구1,85.0,28200,1995,2017-02-18,17,UnjeongCentral,Before
은행동,시흥성원샹떼빌,49.5,18150,1995,2017-02-27,17,UnjeongCentral,Before
매화동,제성,49.32,10000,1985,2017-02-10,2,UnjeongCentral,Before
장현동,새재마을청구,75.06,25800,2001,2017-02-24,17,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,26300,2006,2017-02-08,25,UnjeongCentral,Before
포동,동진,81.12,14800,1992,2017-02-28,6,UnjeongCentral,Before
대야동,서강1,49.59,16750,1995,2017-02-18,16,UnjeongCentral,Before
대야동,영남1,39.84,15300,1986,2017-02-28,1,UnjeongCentral,Before
정왕동,신동아,59.78,18000,1996,2017-02-25,2,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,22000,1999,2017-02-27,12,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,28300,2005,2017-02-08,11,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,15800,2005,2017-02-25,20,UnjeongCentral,Before
대야동,삼호,38.64,9100,1986,2017-02-22,3,UnjeongCentral,Before
거모동,아주3,59.775,12500,1992,2017-02-16,16,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,24500,2005,2017-02-11,15,UnjeongCentral,Before
월곶동,풍림아이원3차,115.518,30400,2005,2017-02-15,14,UnjeongCentral,Before
정왕동,주공6,59.95,17500,1998,2017-02-13,1,UnjeongCentral,Before
정왕동,월드,47.455,16000,1995,2017-02-02,4,UnjeongCentral,Before
신천동,그랜드103동,67.33,14500,2005,2017-02-21,5,UnjeongCentral,Before
대야동,청구1,101.27,33100,1995,2017-02-28,14,UnjeongCentral,Before
신천동,연희아파트,44.73,13400,1986,2017-02-06,1,UnjeongCentral,Before
정왕동,주공6,59.94,21000,1998,2017-02-21,8,UnjeongCentral,Before
대야동,청구1,101.27,30700,1995,2017-02-14,8,UnjeongCentral,Before
조남동,삼호가든아파트,84.98,26300,1997,2017-02-03,15,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,31400,2004,2017-02-17,12,UnjeongCentral,Before
정왕동,주공3,59.67,17100,1997,2017-02-23,3,UnjeongCentral,Before
정왕동,청솔아파트,48.45,16500,1999,2017-02-25,5,UnjeongCentral,Before
대야동,우성2,41.55,15000,1995,2017-02-28,3,UnjeongCentral,Before
정왕동,신우,84.93,20700,1996,2017-02-11,1,UnjeongCentral,Before
포동,태현아파트3차,57.18,12800,1992,2017-02-11,4,UnjeongCentral,Before
은행동,우남,84.7246,32300,2001,2017-02-23,16,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,20000,2002,2017-02-05,8,UnjeongCentral,Before
정왕동,영남3,59.908,19300,1996,2017-02-27,7,UnjeongCentral,Before
하상동,연꽃마을태평2,84.754,25400,2003,2017-02-09,15,UnjeongCentral,Before
하상동,연꽃마을태평1,117.735,33200,2003,2017-02-15,7,UnjeongCentral,Before
정왕동,부성파스텔,59.96,22500,1997,2017-02-11,6,UnjeongCentral,Before
장곡동,진말우성아파트,99.982,29800,1999,2017-02-14,14,UnjeongCentral,Before
정왕동,문영센스빌,59.937,21300,2002,2017-02-15,2,UnjeongCentral,Before
대야동,극동,84.57,28000,2000,2017-02-27,12,UnjeongCentral,Before
대야동,영남1,39.96,16300,1986,2017-02-10,4,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,59.88,19150,1999,2017-02-25,18,UnjeongCentral,Before
정왕동,건영2,59.99,15000,1997,2017-02-07,5,UnjeongCentral,Before
은행동,한영,52.38,12500,1986,2017-02-04,3,UnjeongCentral,Before
매화동,서능아파트(201동202동203동),68.67,13900,1992,2017-02-27,3,UnjeongCentral,Before
대야동,늘푸른벽산,99.92,31450,1995,2017-02-27,14,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,20000,1999,2017-02-02,5,UnjeongCentral,Before
대야동,삼보,70.71,23750,1991,2017-02-16,1,UnjeongCentral,Before
정왕동,건영2,59.82,18750,1997,2017-02-28,2,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,33600,2004,2017-02-06,14,UnjeongCentral,Before
신천동,태광,43.47,10000,1986,2017-02-21,3,UnjeongCentral,Before
미산동,해가든더클래식,120.1,35000,2009,2017-02-20,15,UnjeongCentral,Before
도창동,에이스,59.34,17500,1997,2017-02-23,18,UnjeongCentral,Before
하상동,연꽃마을태평2,59.85,19200,2003,2017-02-25,7,UnjeongCentral,Before
은행동,대우푸르지오3차,84.908,30100,1998,2017-02-13,18,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11800,2002,2017-02-22,10,UnjeongCentral,Before
장곡동,숲속마을,134.68,33000,1999,2017-02-04,15,UnjeongCentral,Before
논곡동,산호,59.79,16850,1992,2017-02-27,13,UnjeongCentral,Before
은행동,은행마을녹원,84.91,23000,1997,2017-02-24,7,UnjeongCentral,Before
신천동,현진1,57.93,14700,1995,2017-02-04,1,UnjeongCentral,Before
하상동,연꽃마을금호,59.79,18700,1999,2017-02-15,16,UnjeongCentral,Before
정왕동,건영4,84.93,23000,2000,2017-02-25,3,UnjeongCentral,Before
대야동,영남1,39.96,16100,1986,2017-02-16,3,UnjeongCentral,Before
정왕동,무진,59.58,19200,1995,2017-02-28,8,UnjeongCentral,Before
은행동,대우푸르지오3차,59.898,24700,1998,2017-02-11,13,UnjeongCentral,Before
은행동,대우푸르지오3차,59.898,26300,1998,2017-02-04,11,UnjeongCentral,Before
장현동,새재마을대동,84.68,26500,1999,2017-02-20,14,UnjeongCentral,Before
은행동,연희,44.73,8100,1986,2017-02-04,5,UnjeongCentral,Before
은행동,시흥성원샹떼빌,59.73,21000,1995,2017-02-16,9,UnjeongCentral,Before
장곡동,진말대우아파트,84.908,26750,1999,2017-02-25,17,UnjeongCentral,Before
포동,동진,59.91,13000,1992,2017-02-03,1,UnjeongCentral,Before
장곡동,숲속마을,59.965,18800,1999,2017-02-11,5,UnjeongCentral,Before
정왕동,시화두산,50.03,17000,1996,2017-02-21,2,UnjeongCentral,Before
정왕동,고합,84.96,22000,1998,2017-02-21,1,UnjeongCentral,Before
정왕동,주공3,59.67,18000,1997,2017-02-27,5,UnjeongCentral,Before
정왕동,월드,47.455,14900,1995,2017-02-25,5,UnjeongCentral,Before
정왕동,고합,59.96,17200,1998,2017-02-25,5,UnjeongCentral,Before
정왕동,건영1,84.93,24500,1997,2017-02-09,2,UnjeongCentral,Before
논곡동,황제,44.91,11000,1986,2017-02-09,2,UnjeongCentral,Before
정왕동,건영1,84.93,21500,1997,2017-02-28,1,UnjeongCentral,Before
대야동,극동,84.57,30000,2000,2017-02-13,9,UnjeongCentral,Before
대야동,청구2,101.75,34000,1997,2017-02-27,12,UnjeongCentral,Before
정왕동,동보,25.04,10050,1997,2017-02-11,1,UnjeongCentral,Before
포동,태현2,59.27,13000,1991,2017-02-24,6,UnjeongCentral,Before
포동,태현2,53.08,13000,1991,2017-02-24,1,UnjeongCentral,Before
정왕동,청솔아파트,48.45,17000,1999,2017-02-13,7,UnjeongCentral,Before
거모동,동보,84.965,17500,1999,2017-02-14,7,UnjeongCentral,Before
대야동,우성2,41.55,16300,1995,2017-02-23,16,UnjeongCentral,Before
은행동,삼성홈타운,84.2997,30000,2008,2017-02-27,9,UnjeongCentral,Before
신천동,시흥신천휴먼시아,59.84,27450,2010,2017-02-25,9,UnjeongCentral,Before
정왕동,동보,25.04,10000,1997,2017-02-21,3,UnjeongCentral,Before
거모동,일우,42.72,10300,1988,2017-02-28,3,UnjeongCentral,Before
정왕동,동남,46.95,16200,1998,2017-02-23,2,UnjeongCentral,Before
정왕동,주공3,59.67,17700,1997,2017-02-16,5,UnjeongCentral,Before
정왕동,월드,59.935,19500,1995,2017-02-21,6,UnjeongCentral,Before
장현동,새재마을청구,59.91,23100,2001,2017-02-21,12,UnjeongCentral,Before
정왕동,영남2,59.908,20200,1996,2017-02-09,6,UnjeongCentral,Before
하중동,유호NPLUSVILLE,35.025,10000,2004,2017-02-17,8,UnjeongCentral,Before
거모동,아주5,59.93,17200,1994,2017-02-16,5,UnjeongCentral,Before
정왕동,주공2,59.67,17700,1997,2017-02-23,7,UnjeongCentral,Before
정왕동,주공5,59.62,20000,1998,2017-02-22,10,UnjeongCentral,Before
정왕동,금강,59.97,20800,1996,2017-02-22,9,UnjeongCentral,Before
거모동,일우,42.72,10000,1988,2017-02-11,4,UnjeongCentral,Before
정왕동,문영센스빌,59.937,21700,2002,2017-02-20,4,UnjeongCentral,Before
신천동,연희아파트,42.75,12500,1986,2017-02-09,4,UnjeongCentral,Before
장곡동,숲속마을,59.965,18400,1999,2017-02-28,4,UnjeongCentral,Before
정왕동,영남3,59.908,19500,1996,2017-02-03,7,UnjeongCentral,Before
정왕동,진로,59.78,17900,1997,2017-02-25,2,UnjeongCentral,Before
거모동,동원,53.64,11000,1991,2017-02-18,9,UnjeongCentral,Before
거모동,아주3,59.775,12500,1992,2017-02-16,10,UnjeongCentral,Before
거모동,동원,53.64,10500,1991,2017-02-07,5,UnjeongCentral,Before
거모동,동원,50.2875,10400,1991,2017-02-06,3,UnjeongCentral,Before
정왕동,주공6,59.94,19000,1998,2017-02-25,7,UnjeongCentral,Before
정왕동,영남6,59.99,19300,1997,2017-02-14,1,UnjeongCentral,Before
신천동,동진,52.32,10600,1991,2017-02-07,5,UnjeongCentral,Before
매화동,금강2차,59.748,15300,1997,2017-02-20,10,UnjeongCentral,Before
매화동,서능1차(101~103동),45.66,8450,1991,2017-02-28,4,UnjeongCentral,Before
은행동,시흥성원샹떼빌,49.5,18400,1995,2017-02-27,10,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,25900,2006,2017-02-16,14,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9800,2002,2017-02-26,14,UnjeongCentral,Before
정왕동,건영2,84.93,26000,1997,2017-02-16,9,UnjeongCentral,Before
매화동,금강1차101동,55.735,13000,1994,2017-02-09,4,UnjeongCentral,Before
매화동,매화마을홍익,84.87,22500,2000,2017-02-23,1,UnjeongCentral,Before
거모동,아주4차아파트,59.775,12900,1993,2017-02-17,3,UnjeongCentral,Before
포동,태현아파트3차,57.18,12850,1992,2017-02-04,1,UnjeongCentral,Before
정왕동,영남5,84.88,24800,1996,2017-02-21,2,UnjeongCentral,Before
하중동,관곡마을동아,60.0,18000,2000,2017-02-24,20,UnjeongCentral,Before
은행동,대우푸르지오3차,99.95,34600,1998,2017-02-09,11,UnjeongCentral,Before
대야동,서강1,49.59,17450,1995,2017-02-13,8,UnjeongCentral,Before
대야동,서강1,52.2,18450,1995,2017-02-03,4,UnjeongCentral,Before
정왕동,동남,59.03,19000,1998,2017-02-11,6,UnjeongCentral,Before
정왕동,세종2,59.88,19300,1997,2017-02-16,4,UnjeongCentral,Before
월곶동,승윤노블리안시티,13.44,6470,2014,2017-02-08,12,UnjeongCentral,Before
장곡동,동양덱스빌,59.94,20500,1999,2017-02-03,13,UnjeongCentral,Before
포동,동진,59.91,13000,1992,2017-02-27,3,UnjeongCentral,Before
포동,산과우리들포동태산,72.19,17800,1993,2017-02-07,2,UnjeongCentral,Before
정왕동,대림2,59.901,20800,1998,2017-02-18,8,UnjeongCentral,Before
포동,서강,52.08,14000,1997,2017-02-22,15,UnjeongCentral,Before
정왕동,부성파스텔,49.78,16780,1997,2017-02-18,5,UnjeongCentral,Before
정왕동,대림3,117.251,30800,1998,2017-02-18,10,UnjeongCentral,Before
월곶동,월곶Ⅱ유호N플러스빌,84.7843,26600,2009,2017-02-27,14,UnjeongCentral,Before
정왕동,요진,59.856,17900,1997,2017-02-06,1,UnjeongCentral,Before
장현동,장현II엔플러스빌,58.555,16500,2004,2017-02-04,2,UnjeongCentral,Before
정왕동,부성파스텔,59.96,22000,1997,2017-02-28,3,UnjeongCentral,Before
정왕동,주공4,59.56,18900,1998,2017-02-06,8,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,13500,2002,2017-02-03,13,UnjeongCentral,Before
정왕동,대림2,59.903,19350,1998,2017-02-09,7,UnjeongCentral,Before
정왕동,영남2,59.908,18500,1996,2017-02-20,10,UnjeongCentral,Before
정왕동,건영1,84.93,22500,1997,2017-02-14,2,UnjeongCentral,Before
거모동,일우,42.72,9600,1988,2017-02-17,5,UnjeongCentral,Before
신천동,동진,62.1,15000,1991,2017-02-10,1,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9950,2002,2017-02-18,15,UnjeongCentral,Before
정왕동,대림2,59.901,20400,1998,2017-02-04,3,UnjeongCentral,Before
대야동,서해,59.85,24500,1997,2017-02-28,6,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,23000,2005,2017-02-04,11,UnjeongCentral,Before
정왕동,아주,60.625,17400,1994,2017-02-18,16,UnjeongCentral,Before
정왕동,서해2,62.26,20400,1998,2017-02-18,5,UnjeongCentral,Before
신천동,그랜드,72.93,19000,2003,2017-02-16,7,UnjeongCentral,Before
정왕동,삼환,59.79,18000,1997,2017-02-15,6,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,84.892,35800,2012,2017-02-14,13,UnjeongCentral,Before
목감동,대명,74.16,18000,1990,2017-02-18,3,UnjeongCentral,Before
조남동,삼호가든아파트,59.712,18000,1997,2017-02-25,25,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,21300,1999,2017-02-24,18,UnjeongCentral,Before
하중동,참이슬마을,72.15,24300,1999,2017-02-24,10,UnjeongCentral,Before
은행동,시흥성원샹떼빌,59.73,20500,1995,2017-02-17,7,UnjeongCentral,Before
정왕동,신동아,84.9,21800,1996,2017-02-06,1,UnjeongCentral,Before
거모동,동보,25.12,6800,1999,2017-02-13,15,UnjeongCentral,Before
정왕동,주공2,59.67,17900,1997,2017-02-09,6,UnjeongCentral,Before
신천동,대보,42.57,11500,1989,2017-02-18,3,UnjeongCentral,Before
은행동,대우푸르지오3차,59.258,24000,1998,2017-02-24,20,UnjeongCentral,Before
조남동,목감퍼스트리움,59.8,32000,2015,2017-02-05,6,UnjeongCentral,Before
정왕동,계룡리슈빌,84.97,23900,1997,2017-02-04,10,UnjeongCentral,Before
하중동,관곡마을성원,59.73,16800,1999,2017-02-27,8,UnjeongCentral,Before
정왕동,영남5,84.88,26000,1996,2017-02-02,5,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11800,2002,2017-02-18,9,UnjeongCentral,Before
정왕동,진로,59.286,18800,1997,2017-02-20,7,UnjeongCentral,Before
거모동,동보,25.12,6700,1999,2017-02-11,3,UnjeongCentral,Before
대야동,우성2,59.96,24000,1995,2017-02-18,6,UnjeongCentral,Before
매화동,"진양101,102동",52.53,8100,1990,2017-02-07,6,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,14800,1993,2017-02-01,5,UnjeongCentral,Before
포동,태현아파트3차,57.18,11000,1992,2017-02-11,6,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,15450,1993,2017-02-23,6,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,30400,2004,2017-02-06,3,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,33400,2004,2017-02-15,16,UnjeongCentral,Before
거모동,동보,84.965,19500,1999,2017-02-22,16,UnjeongCentral,Before
정왕동,유천,84.72,21500,1996,2017-02-05,6,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,20700,2002,2017-02-28,14,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,11850,2002,2017-02-15,8,UnjeongCentral,Before
신천동,연희아파트,44.73,12600,1986,2017-02-11,4,UnjeongCentral,Before
정왕동,영남4,59.908,21000,1996,2017-02-07,9,UnjeongCentral,Before
정왕동,대우,84.9868,21500,1996,2017-02-23,8,UnjeongCentral,Before
정왕동,주공2,84.64,22900,1997,2017-02-14,5,UnjeongCentral,Before
정왕동,청솔아파트,48.45,16150,1999,2017-02-18,2,UnjeongCentral,Before
정왕동,청솔아파트,48.45,16800,1999,2017-02-03,6,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,13000,2002,2017-02-09,19,UnjeongCentral,Before
정왕동,아주,60.625,17080,1994,2017-02-01,21,UnjeongCentral,Before
정왕동,아주,84.195,20700,1994,2017-02-15,25,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,27350,2005,2017-02-05,4,UnjeongCentral,Before
정왕동,세종1,119.64,31850,1996,2017-02-07,3,UnjeongCentral,Before
정왕동,아주,34.8,13500,1994,2017-02-25,13,UnjeongCentral,Before
능곡동,신일해피트리,107.2562,42000,2009,2017-02-10,7,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.025,36000,2015,2017-02-08,8,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,15800,2005,2017-02-08,17,UnjeongCentral,Before
정왕동,아주,34.8,13000,1994,2017-02-10,15,UnjeongCentral,Before
대야동,영남2,37.47,13300,1987,2017-02-06,5,UnjeongCentral,Before
대야동,연진,58.41,13800,1985,2017-02-26,3,UnjeongCentral,Before
정왕동,주공5,84.84,24350,1998,2017-02-23,3,UnjeongCentral,Before
장곡동,연성쉐르빌,39.63,10600,2002,2017-02-21,14,UnjeongCentral,Before
정왕동,건영2,59.98,18900,1997,2017-02-22,3,UnjeongCentral,Before
은행동,시흥성원샹떼빌,49.5,18400,1995,2017-02-11,9,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9800,2002,2017-02-03,16,UnjeongCentral,Before
미산동,경신,57.67,7300,1992,2017-02-15,6,UnjeongCentral,Before
죽율동,시흥6차푸르지오1단지,59.98,25300,2014,2017-02-11,4,UnjeongCentral,Before
월곶동,풍림아이원1차,84.86,24500,2002,2017-02-04,7,UnjeongCentral,Before
정왕동,주공2,84.64,23000,1997,2017-02-23,7,UnjeongCentral,Before
정왕동,세종1,84.94,26850,1996,2017-02-21,6,UnjeongCentral,Before
대야동,서해,59.85,22500,1997,2017-02-15,12,UnjeongCentral,Before
죽율동,시흥6차푸르지오1단지,84.99,29800,2014,2017-02-13,1,UnjeongCentral,Before
정왕동,주공5,59.66,19600,1998,2017-02-01,4,UnjeongCentral,Before
정왕동,주공5,59.62,19000,1998,2017-02-07,7,UnjeongCentral,Before
정왕동,주공5,59.59,17400,1998,2017-02-20,1,UnjeongCentral,Before
하중동,참이슬마을,101.25,26000,1999,2017-02-06,14,UnjeongCentral,Before
정왕동,영남3,59.908,18300,1996,2017-02-07,1,UnjeongCentral,Before
조남동,삼호가든아파트,84.98,26700,1997,2017-02-14,10,UnjeongCentral,Before
대야동,영남2,37.47,13000,1987,2017-02-24,5,UnjeongCentral,Before
포동,태현2,59.27,12900,1991,2017-02-04,1,UnjeongCentral,Before
매화동,제성,49.32,10400,1985,2017-02-23,1,UnjeongCentral,Before
정왕동,영남3,59.983,17500,1996,2017-02-14,3,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,34800,2004,2017-02-04,6,UnjeongCentral,Before
대야동,현대,47.89,14300,1986,2017-02-16,2,UnjeongCentral,Before
정왕동,건영2,59.99,19000,1997,2017-02-06,2,UnjeongCentral,Before
대야동,영남2,37.47,13950,1987,2017-02-09,4,UnjeongCentral,Before
능곡동,시흥능곡신안인스빌,84.958,34000,2008,2017-02-24,9,UnjeongCentral,Before
하상동,연꽃마을금호,84.84,23700,1999,2017-02-08,3,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,59.88,19000,1999,2017-02-04,14,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,60.0,18000,1999,2017-02-04,3,UnjeongCentral,Before
정왕동,서해2,62.26,19200,1998,2017-02-23,10,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,59.938,29500,2012,2017-02-04,5,UnjeongCentral,Before
대야동,서강2,59.98,24000,1997,2017-02-13,13,UnjeongCentral,Before
대야동,영남1,39.96,15800,1986,2017-02-09,1,UnjeongCentral,Before
정왕동,영남6,59.99,22100,1997,2017-02-04,9,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,24300,2005,2017-02-23,6,UnjeongCentral,Before
정왕동,영남6,26.88,11800,1997,2017-02-04,2,UnjeongCentral,Before
정왕동,세종2,59.88,19800,1997,2017-02-04,2,UnjeongCentral,Before
신천동,현진1,45.12,12250,1995,2017-02-06,4,UnjeongCentral,Before
하중동,대우4,84.3188,26200,2002,2017-02-03,6,UnjeongCentral,Before
하중동,참이슬마을,72.15,23500,1999,2017-02-01,12,UnjeongCentral,Before
정왕동,한신공영,59.8,18500,1996,2017-02-14,4,UnjeongCentral,Before
신천동,무지개,47.67,7900,1987,2017-02-09,4,UnjeongCentral,Before
정왕동,계룡리슈빌,84.97,24500,1997,2017-02-13,8,UnjeongCentral,Before
정왕동,동보,25.04,10450,1997,2017-02-10,3,UnjeongCentral,Before
정왕동,동남,59.03,18600,1998,2017-02-11,3,UnjeongCentral,Before
정왕동,건영2,84.93,25400,1997,2017-02-08,5,UnjeongCentral,Before
정왕동,한일,59.25,18150,1996,2017-02-13,2,UnjeongCentral,Before
장현동,새재마을대동,75.44,23500,1999,2017-02-14,14,UnjeongCentral,Before
월곶동,풍림아이원1차,114.95,28000,2002,2017-02-03,3,UnjeongCentral,Before
