법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
도화동,우성,141.515,54800,1991,2006-01-20,2,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,23500,1999,2006-01-19,13,공덕역,공사 중
성산동,성산시영(선경),50.54,24500,1986,2006-01-18,3,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,46700,1999,2006-01-12,2,공덕역,공사 중
용강동,마포대림1,131.85,60700,2002,2006-01-26,2,공덕역,공사 중
공덕동,공덕현대,51.62,17800,1989,2006-01-19,4,공덕역,공사 중
창전동,창전래미안,84.93,34700,1998,2006-01-12,7,공덕역,공사 중
염리동,염리삼성래미안,59.52,27400,2001,2006-01-10,17,공덕역,공사 중
창전동,창전래미안,59.94,25000,1998,2006-01-14,6,공덕역,공사 중
창전동,창전래미안,59.94,25100,1998,2006-01-07,7,공덕역,공사 중
마포동,마포쌍용황금아파트,84.9,29000,2000,2006-01-20,3,공덕역,공사 중
현석동,강변힐스테이트,84.85,45500,2004,2006-01-11,8,공덕역,공사 중
신정동,서강GS,59.98,25250,1999,2006-01-10,21,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,30000,2003,2006-01-21,17,공덕역,공사 중
공덕동,마포현대,59.95,20000,1988,2006-01-21,4,공덕역,공사 중
망원동,탑건진선미,84.95,28850,2004,2006-01-11,12,공덕역,공사 중
도화동,도화동현대,54.72,18500,1996,2006-01-10,6,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,22500,1999,2006-01-19,5,공덕역,공사 중
염리동,염리삼성래미안,59.52,28500,2001,2006-01-19,12,공덕역,공사 중
성산동,성산시영(대우),50.03,24400,1986,2006-01-22,9,공덕역,공사 중
현석동,강변힐스테이트,59.54,27800,2004,2006-01-07,8,공덕역,공사 중
성산동,성산시영(선경),50.54,24500,1986,2006-01-14,13,공덕역,공사 중
창전동,신촌금호,59.21,25500,2001,2006-01-17,12,공덕역,공사 중
토정동,한강삼성,59.76,23500,1997,2006-01-23,5,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,40100,1999,2006-01-17,15,공덕역,공사 중
성산동,성산시영(유원),59.43,30000,1986,2006-01-13,2,공덕역,공사 중
현석동,강변힐스테이트,59.54,26800,2004,2006-01-07,7,공덕역,공사 중
신정동,서강GS,59.98,22000,1999,2006-01-10,6,공덕역,공사 중
신정동,서강GS,59.98,23500,1999,2006-01-06,15,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,26500,1999,2006-01-09,9,공덕역,공사 중
성산동,성산시영(선경),50.54,24850,1986,2006-01-07,3,공덕역,공사 중
도화동,삼성,84.985,40500,1997,2006-01-07,5,공덕역,공사 중
공덕동,공덕1삼성래미안,84.94,44000,1999,2006-01-03,10,공덕역,공사 중
공덕동,공덕현대,71.82,24500,1989,2006-01-15,6,공덕역,공사 중
