법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
중동,어은목마을벽산블루밍아파트,84.54,37900,2006,2010-01-27,18,전대·에버랜드역,개통 전
상갈동,금화마을5단지주공그린빌,84.95,26800,2001,2010-01-07,19,전대·에버랜드역,개통 전
동백동,백현마을한라비발디(1차),84.989,37000,2006,2010-01-09,9,전대·에버랜드역,개통 전
동백동,모아미래도1단지아파트,59.735,19000,2006,2010-01-20,14,전대·에버랜드역,개통 전
보라동,쌍용스윗닷홈1,139.8988,38000,2002,2010-01-14,2,전대·에버랜드역,개통 전
구갈동,한성2,47.5,20700,1993,2010-01-21,6,전대·에버랜드역,개통 전
동백동,호수마을어울림,84.8,33500,2006,2010-01-18,15,전대·에버랜드역,개통 전
보라동,기흥삼정선비마을,84.856,21400,1998,2010-01-27,7,전대·에버랜드역,개통 전
보정동,행원마을동아솔레시티,226.396,85000,2003,2010-01-26,15,전대·에버랜드역,개통 전
구갈동,풍림고층,59.94,16400,1996,2010-01-20,16,전대·에버랜드역,개통 전
중동,동백역월드메르디앙아파트,76.854,30000,2006,2010-01-27,15,전대·에버랜드역,개통 전
보정동,신촌마을포스홈타운2단지,156.3376,67500,2004,2010-01-13,3,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,21000,2001,2010-01-23,12,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,21000,2001,2010-01-20,12,전대·에버랜드역,개통 전
보정동,성호샤인힐즈아파트,84.983,31500,2005,2010-01-23,8,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,21600,2001,2010-01-08,7,전대·에버랜드역,개통 전
동백동,백현마을경남아너스빌,84.98,30600,2006,2010-01-23,10,전대·에버랜드역,개통 전
신갈동,신미주,84.96,20000,1995,2010-01-29,13,전대·에버랜드역,개통 전
동백동,호수마을동보노빌리티,84.898,36900,2006,2010-01-17,17,전대·에버랜드역,개통 전
신갈동,녹원마을새천년그린빌2단지,59.51,24800,2004,2010-01-19,12,전대·에버랜드역,개통 전
보라동,삼성래미안,59.702,18000,1998,2010-01-10,5,전대·에버랜드역,개통 전
중동,동백역월드메르디앙아파트,84.995,32000,2006,2010-01-23,11,전대·에버랜드역,개통 전
마북동,용화마을태영데시앙1,84.817,30000,2003,2010-01-13,3,전대·에버랜드역,개통 전
공세동,호수청구,59.92,14300,1997,2010-01-28,14,전대·에버랜드역,개통 전
동백동,백현마을코아루,121.92,50000,2006,2010-01-19,18,전대·에버랜드역,개통 전
상하동,인정프린스,59.97,14000,1996,2010-01-26,11,전대·에버랜드역,개통 전
보정동,행원마을동아솔레시티,152.386,60000,2003,2010-01-30,3,전대·에버랜드역,개통 전
마북동,교동마을현대필그린,134.5475,40500,2002,2010-01-28,14,전대·에버랜드역,개통 전
신갈동,원대마을신갈한신,84.99,24100,2002,2010-01-25,2,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9968,2004,2010-01-27,2,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,10084,2004,2010-01-25,6,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9653,2004,2010-01-26,1,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9907,2004,2010-01-28,7,전대·에버랜드역,개통 전
구갈동,코오롱하늘채(5단지),84.99,32000,2004,2010-01-28,22,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,10054,2004,2010-01-25,3,전대·에버랜드역,개통 전
구갈동,강남마을자연앤(6단지),118.227,41300,2004,2010-01-22,8,전대·에버랜드역,개통 전
동백동,호수마을자연앤데시앙,84.9791,30900,2006,2010-01-27,2,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,20400,2001,2010-01-29,5,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,21700,2001,2010-01-28,5,전대·에버랜드역,개통 전
동백동,백현마을서해그랑블,84.57,33000,2006,2010-01-25,13,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,101.45,37700,2003,2010-01-24,9,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,84.98,30250,2003,2010-01-19,4,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,132.0,46500,2003,2010-01-11,2,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,84.98,33100,2003,2010-01-08,5,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,59.85,24500,2003,2010-01-07,3,전대·에버랜드역,개통 전
청덕동,휴먼시아물푸레마을3단지,84.85,33000,2008,2010-01-08,9,전대·에버랜드역,개통 전
구갈동,한성1,47.32,21000,1992,2010-01-12,4,전대·에버랜드역,개통 전
보정동,상떼빌구성역플랫폼시티,84.862,28400,2000,2010-01-04,4,전대·에버랜드역,개통 전
마북동,블루밍구성더센트럴,84.819,30900,2000,2010-01-20,9,전대·에버랜드역,개통 전
영덕동,영덕신일2,84.842,27000,1998,2010-01-05,8,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,132.0,47800,2003,2010-01-29,11,전대·에버랜드역,개통 전
상갈동,금화마을주공3단지,49.85,15550,2001,2010-01-26,4,전대·에버랜드역,개통 전
상갈동,금화마을4단지주공그린빌,84.43,28500,2001,2010-01-25,2,전대·에버랜드역,개통 전
상갈동,금화마을4단지주공그린빌,84.43,32000,2001,2010-01-18,9,전대·에버랜드역,개통 전
상갈동,금화마을4단지주공그린빌,84.43,32500,2001,2010-01-06,14,전대·에버랜드역,개통 전
지곡동,써니밸리II,84.9852,22000,2004,2010-01-25,12,전대·에버랜드역,개통 전
신갈동,양현마을풍림,59.96,22000,2001,2010-01-25,9,전대·에버랜드역,개통 전
신갈동,새릉골풍림,84.9585,34800,2001,2010-01-06,18,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,101.45,38000,2003,2010-01-25,12,전대·에버랜드역,개통 전
신갈동,드림랜드,84.72,22300,1992,2010-01-18,3,전대·에버랜드역,개통 전
신갈동,동오,52.43,12500,1989,2010-01-20,2,전대·에버랜드역,개통 전
상하동,인정프린스,59.97,13600,1996,2010-01-22,9,전대·에버랜드역,개통 전
상하동,쌍용스윗닷홈(2단지),84.87,27000,2004,2010-01-18,10,전대·에버랜드역,개통 전
영덕동,두진,59.73,13570,1996,2010-01-07,3,전대·에버랜드역,개통 전
동백동,백현마을경남아너스빌,84.98,32300,2006,2010-01-16,15,전대·에버랜드역,개통 전
보정동,행원마을동아솔레시티,177.162,66000,2003,2010-01-20,3,전대·에버랜드역,개통 전
동백동,호수마을상록롯데캐슬,84.899,36200,2007,2010-01-09,3,전대·에버랜드역,개통 전
청덕동,휴먼시아물푸레마을3단지,84.85,30480,2008,2010-01-14,2,전대·에버랜드역,개통 전
동백동,백현마을경남아너스빌,84.98,34000,2006,2010-01-15,5,전대·에버랜드역,개통 전
신갈동,양현마을풍림,59.96,21800,2001,2010-01-22,7,전대·에버랜드역,개통 전
마북동,용화마을태영데시앙2,84.817,29000,2003,2010-01-21,3,전대·에버랜드역,개통 전
상갈동,금화마을5단지주공그린빌,59.42,19100,2001,2010-01-07,2,전대·에버랜드역,개통 전
고매동,동성,60.0,12000,1997,2010-01-15,8,전대·에버랜드역,개통 전
상갈동,금화마을4단지주공그린빌,84.43,34000,2001,2010-01-06,1,전대·에버랜드역,개통 전
신갈동,기흥파크뷰,84.79,40700,2004,2010-01-29,4,전대·에버랜드역,개통 전
신갈동,양현마을신안,59.96,20500,2001,2010-01-19,11,전대·에버랜드역,개통 전
영덕동,영덕신일1,126.868,38300,1998,2010-01-11,12,전대·에버랜드역,개통 전
신갈동,신갈현대아파트,59.972,16000,1997,2010-01-15,3,전대·에버랜드역,개통 전
동백동,백현마을경남아너스빌,84.98,33000,2006,2010-01-21,13,전대·에버랜드역,개통 전
서천동,현대홈타운,84.257,28000,2002,2010-01-13,4,전대·에버랜드역,개통 전
언남동,하마비마을동부,59.995,18000,1998,2010-01-15,17,전대·에버랜드역,개통 전
서천동,현대홈타운,115.976,35500,2002,2010-01-07,5,전대·에버랜드역,개통 전
상갈동,금화마을주공그린빌6차,39.7,12000,2001,2010-01-28,1,전대·에버랜드역,개통 전
마북동,블루밍구성더센트럴,84.819,30500,2000,2010-01-07,9,전대·에버랜드역,개통 전
지곡동,써니밸리II,84.9852,27000,2004,2010-01-04,8,전대·에버랜드역,개통 전
상하동,인정프린스,84.72,16700,1996,2010-01-27,2,전대·에버랜드역,개통 전
보라동,한보라에듀포레,84.98,29500,2006,2010-01-09,7,전대·에버랜드역,개통 전
보라동,보라마을현대모닝사이드,84.8107,27500,2003,2010-01-30,16,전대·에버랜드역,개통 전
중동,어은목마을경남아너스빌아파트,84.54,34900,2006,2010-01-08,12,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,57003,2009,2010-01-29,11,전대·에버랜드역,개통 전
상갈동,금화마을주공3단지,49.85,16200,2001,2010-01-06,4,전대·에버랜드역,개통 전
상갈동,금화마을주공3단지,49.85,15500,2001,2010-01-06,13,전대·에버랜드역,개통 전
상갈동,금화대우현대1단지,119.708,40500,2001,2010-01-09,15,전대·에버랜드역,개통 전
동백동,호수마을계룡리슈빌,84.7683,36000,2006,2010-01-06,3,전대·에버랜드역,개통 전
구갈동,한성1,47.32,21250,1992,2010-01-16,1,전대·에버랜드역,개통 전
상갈동,금화마을5단지주공그린빌,84.34,31500,2001,2010-01-12,6,전대·에버랜드역,개통 전
보정동,성호샤인힐즈아파트,84.983,27000,2005,2010-01-16,1,전대·에버랜드역,개통 전
보정동,죽현마을동원로얄듀크,84.6038,46500,2006,2010-01-26,11,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9968,2004,2010-01-29,2,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.92,9990,2004,2010-01-19,7,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,10205,2004,2010-01-29,5,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9968,2004,2010-01-29,3,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9995,2004,2010-01-29,7,전대·에버랜드역,개통 전
상하동,쌍용스윗닷홈(2단지),84.87,25000,2004,2010-01-26,17,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,53354,2009,2010-01-27,3,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56687,2009,2010-01-27,14,전대·에버랜드역,개통 전
공세동,대주피오레2단지,180.9399,67615,2009,2010-01-27,12,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,49076,2009,2010-01-27,10,전대·에버랜드역,개통 전
공세동,대주피오레2단지,150.2849,53917,2009,2010-01-27,22,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,54394,2009,2010-01-27,13,전대·에버랜드역,개통 전
공세동,대주피오레2단지,122.7737,46469,2009,2010-01-27,10,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56719,2009,2010-01-27,14,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56569,2009,2010-01-27,14,전대·에버랜드역,개통 전
공세동,대주피오레1단지,130.0979,43269,2009,2010-01-27,1,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,46293,2009,2010-01-27,23,전대·에버랜드역,개통 전
공세동,대주피오레1단지,150.2849,61608,2009,2010-01-27,24,전대·에버랜드역,개통 전
공세동,대주피오레1단지,97.32,38985,2009,2010-01-27,19,전대·에버랜드역,개통 전
공세동,대주피오레1단지,128.7851,50131,2009,2010-01-27,4,전대·에버랜드역,개통 전
공세동,대주피오레1단지,97.32,41172,2009,2010-01-27,19,전대·에버랜드역,개통 전
공세동,대주피오레1단지,97.32,31823,2009,2010-01-27,9,전대·에버랜드역,개통 전
공세동,대주피오레1단지,150.2849,56370,2009,2010-01-27,7,전대·에버랜드역,개통 전
공세동,대주피오레1단지,130.0979,50785,2009,2010-01-27,14,전대·에버랜드역,개통 전
공세동,대주피오레2단지,122.7737,50400,2009,2010-01-27,15,전대·에버랜드역,개통 전
신갈동,드림랜드,49.98,13400,1992,2010-01-12,6,전대·에버랜드역,개통 전
고매동,우림홀인원,84.809,20700,2003,2010-01-23,11,전대·에버랜드역,개통 전
구갈동,한성1,47.32,22100,1992,2010-01-18,3,전대·에버랜드역,개통 전
구갈동,풍림고층,59.94,16000,1996,2010-01-19,10,전대·에버랜드역,개통 전
공세동,불곡마을(벽산블루밍),71.03,15500,2005,2010-01-15,5,전대·에버랜드역,개통 전
상하동,갈천마을신일유토빌,84.8418,30000,2004,2010-01-04,19,전대·에버랜드역,개통 전
구갈동,강남마을주공,59.06,9881,2004,2010-01-11,2,전대·에버랜드역,개통 전
마북동,블루밍구성더센트럴,84.819,31700,2000,2010-01-22,18,전대·에버랜드역,개통 전
고매동,우림홀인원,84.809,20600,2003,2010-01-19,9,전대·에버랜드역,개통 전
서천동,SK,84.464,28500,2002,2010-01-14,10,전대·에버랜드역,개통 전
상갈동,금화마을5단지주공그린빌,84.95,27000,2001,2010-01-13,11,전대·에버랜드역,개통 전
마북동,교동마을엘지,84.801,28000,2001,2010-01-22,20,전대·에버랜드역,개통 전
보정동,행원마을동아솔레시티,98.961,47900,2003,2010-01-07,9,전대·에버랜드역,개통 전
상하동,인정프린스,59.97,13000,1996,2010-01-18,12,전대·에버랜드역,개통 전
동백동,백현마을한라비발디(2차),84.989,33500,2006,2010-01-16,1,전대·에버랜드역,개통 전
영덕동,영덕신일1,126.868,37300,1998,2010-01-15,12,전대·에버랜드역,개통 전
신갈동,파크시엘,84.98,36800,2004,2010-01-06,4,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,57327,2009,2010-01-21,17,전대·에버랜드역,개통 전
구갈동,강남마을코오롱하늘채수,151.778,41700,2004,2010-01-20,4,전대·에버랜드역,개통 전
신갈동,녹원마을새천년그린빌2단지,59.51,25000,2004,2010-01-07,15,전대·에버랜드역,개통 전
신갈동,드림랜드,68.58,18500,1992,2010-01-06,8,전대·에버랜드역,개통 전
영덕동,대명레이크빌,83.5,25500,2005,2010-01-14,10,전대·에버랜드역,개통 전
상갈동,금화마을주공그린빌6차,39.7,12200,2001,2010-01-16,4,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56850,2009,2010-01-15,5,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,49100,2009,2010-01-15,18,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56734,2009,2010-01-15,18,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,47603,2009,2010-01-15,13,전대·에버랜드역,개통 전
청덕동,청덕마을광도와이드빌,84.9854,19000,2003,2010-01-18,6,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56960,2009,2010-01-15,13,전대·에버랜드역,개통 전
언남동,장미마을삼성래미안2,132.0,48000,2003,2010-01-08,18,전대·에버랜드역,개통 전
마북동,블루밍구성더센트럴,84.819,30750,2000,2010-01-16,20,전대·에버랜드역,개통 전
구갈동,강남마을계룡리슈빌(7단지),73.684,27800,2004,2010-01-08,15,전대·에버랜드역,개통 전
언남동,하마비마을동일하이빌2,109.838,35000,2002,2010-01-16,8,전대·에버랜드역,개통 전
공세동,대주피오레1단지,150.2849,54501,2009,2010-01-14,16,전대·에버랜드역,개통 전
영덕동,영통빌리지,59.57,21700,1999,2010-01-06,2,전대·에버랜드역,개통 전
보라동,삼성래미안,84.885,25000,1998,2010-01-08,5,전대·에버랜드역,개통 전
보라동,쌍용스윗닷홈1,109.0784,30500,2002,2010-01-14,9,전대·에버랜드역,개통 전
영덕동,영통빌리지,59.57,20700,1999,2010-01-09,2,전대·에버랜드역,개통 전
보라동,쌍용스윗닷홈1,84.7388,26000,2002,2010-01-13,7,전대·에버랜드역,개통 전
고매동,동성,84.97,15500,1997,2010-01-10,5,전대·에버랜드역,개통 전
중동,어은목마을벽산블루밍아파트,84.54,39000,2006,2010-01-05,18,전대·에버랜드역,개통 전
신갈동,기흥파크뷰,84.98,32500,2004,2010-01-12,9,전대·에버랜드역,개통 전
보라동,한보라에듀포레,84.99,29000,2006,2010-01-11,2,전대·에버랜드역,개통 전
영덕동,두진,59.73,14000,1996,2010-01-11,15,전대·에버랜드역,개통 전
동백동,호수마을동보노빌리티,84.898,36500,2006,2010-01-08,9,전대·에버랜드역,개통 전
공세동,대주피오레1단지,150.2849,56533,2009,2010-01-07,13,전대·에버랜드역,개통 전
공세동,대주피오레1단지,128.7851,50501,2009,2010-01-07,24,전대·에버랜드역,개통 전
공세동,대주피오레1단지,97.32,35410,2009,2010-01-07,7,전대·에버랜드역,개통 전
공세동,대주피오레2단지,122.7737,44564,2009,2010-01-07,19,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,45867,2009,2010-01-07,21,전대·에버랜드역,개통 전
공세동,대주피오레1단지,150.2849,53489,2009,2010-01-07,17,전대·에버랜드역,개통 전
공세동,대주피오레2단지,180.9399,69090,2009,2010-01-07,21,전대·에버랜드역,개통 전
공세동,대주피오레1단지,128.7851,50497,2009,2010-01-07,18,전대·에버랜드역,개통 전
공세동,대주피오레2단지,148.6289,56676,2009,2010-01-07,12,전대·에버랜드역,개통 전
공세동,대주피오레2단지,120.82,45937,2009,2010-01-07,8,전대·에버랜드역,개통 전
공세동,대주피오레1단지,128.7851,50496,2009,2010-01-07,15,전대·에버랜드역,개통 전
공세동,대주피오레1단지,97.32,35727,2009,2010-01-07,7,전대·에버랜드역,개통 전
공세동,대주피오레1단지,130.0979,50610,2009,2010-01-07,12,전대·에버랜드역,개통 전
공세동,대주피오레1단지,128.7851,48769,2009,2010-01-07,3,전대·에버랜드역,개통 전
공세동,대주피오레1단지,130.0979,50430,2009,2010-01-07,14,전대·에버랜드역,개통 전
영덕동,영덕신일1,84.842,22200,1998,2010-01-05,14,전대·에버랜드역,개통 전
보라동,한보라더힐,84.98,28000,2008,2010-01-07,19,전대·에버랜드역,개통 전
영덕동,영통빌리지,59.57,20800,1999,2010-01-06,4,전대·에버랜드역,개통 전
신갈동,신미주,59.22,11000,1995,2010-01-04,14,전대·에버랜드역,개통 전
보라동,현대모닝사이드,84.9037,28000,2004,2010-01-05,6,전대·에버랜드역,개통 전
구갈동,신성아파트,50.94,12000,1988,2010-01-06,2,전대·에버랜드역,개통 전
