법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
쌍문동,금호2,71.98,35500,1991,2019-10-01,13,신림선,개통 전
방학동,브라운스톤방학아파트,84.9,47800,2003,2019-10-10,8,신림선,개통 전
쌍문동,파라다이스빌,59.33,32900,2004,2019-10-14,13,신림선,개통 전
쌍문동,삼익세라믹,42.93,21500,1988,2019-10-02,5,신림선,개통 전
도봉동,서원,49.77,25800,1996,2019-10-02,13,신림선,개통 전
방학동,삼익세라믹아파트,58.77,26200,1988,2019-10-04,3,신림선,개통 전
방학동,신동아아파트1,62.22,28900,1986,2019-10-07,10,신림선,개통 전
도봉동,서원,59.51,29700,1996,2019-10-11,15,신림선,개통 전
방학동,신동아아파트1,53.16,24500,1986,2019-10-07,4,신림선,개통 전
도봉동,한신,84.94,40000,1995,2019-10-04,12,신림선,개통 전
창동,미소애,45.466,26900,2005,2019-10-14,7,신림선,개통 전
도봉동,서원,49.77,23500,1996,2019-10-09,16,신림선,개통 전
창동,동아청솔,134.94,82400,1997,2019-10-05,14,신림선,개통 전
방학동,신동아아파트1,43.35,20700,1986,2019-10-01,8,신림선,개통 전
쌍문동,쌍문동삼성래미안,59.9899,42000,2002,2019-10-04,11,신림선,개통 전
창동,주공17단지,36.16,21000,1989,2019-10-07,8,신림선,개통 전
창동,주공17단지,36.16,23300,1989,2019-10-10,4,신림선,개통 전
쌍문동,현대2,85.0,37900,1993,2019-10-02,8,신림선,개통 전
쌍문동,한양2,59.67,26800,1988,2019-10-01,2,신림선,개통 전
쌍문동,삼익세라믹,42.93,23800,1988,2019-10-05,6,신림선,개통 전
창동,현대조합,84.21,54000,2000,2019-10-07,8,신림선,개통 전
창동,LIG건영캐스빌,122.4321,53000,2002,2019-10-03,2,신림선,개통 전
방학동,대원그린아파트,46.86,18000,1987,2019-10-05,12,신림선,개통 전
창동,주공19단지(창동리버타운),60.5,53000,1988,2019-10-05,3,신림선,개통 전
방학동,신동아아파트1,62.22,28300,1986,2019-10-01,15,신림선,개통 전
창동,창동주공3단지(해등마을),61.52,50000,1990,2019-10-07,10,신림선,개통 전
쌍문동,대우파크힐(쌍문동이안),126.379,61000,2004,2019-10-03,11,신림선,개통 전
쌍문동,한양1,66.33,38000,1986,2019-10-04,3,신림선,개통 전
도봉동,서원,59.51,31700,1996,2019-11-22,3,신림선,개통 전
쌍문동,한양2,48.96,23800,1988,2019-11-14,3,신림선,개통 전
도봉동,동아에코빌,105.976,64000,2003,2019-11-29,9,신림선,개통 전
창동,동아청솔,59.445,55500,1997,2019-11-25,5,신림선,개통 전
방학동,대상타운현대아파트,133.97,77000,2001,2019-11-16,16,신림선,개통 전
창동,창동주공3단지(해등마을),49.94,48000,1990,2019-11-30,13,신림선,개통 전
창동,쌍용,135.0,82000,1997,2019-11-30,14,신림선,개통 전
창동,주공17단지,49.94,35800,1989,2019-11-28,7,신림선,개통 전
쌍문동,한양6,83.86,45000,2002,2019-11-25,11,신림선,개통 전
방학동,대상타운현대아파트,164.15,82600,2001,2019-11-29,9,신림선,개통 전
도봉동,삼환도봉,83.97,39000,1987,2019-11-29,3,신림선,개통 전
도봉동,럭키,84.86,40400,1992,2019-11-14,10,신림선,개통 전
방학동,이에스에이아파트2,84.98,53000,2003,2019-11-28,17,신림선,개통 전
방학동,대상타운현대아파트,84.78,67700,2001,2019-11-30,14,신림선,개통 전
창동,금호어울림,84.99,60000,2004,2019-11-25,2,신림선,개통 전
창동,쌍용,84.76,72500,1997,2019-11-18,20,신림선,개통 전
창동,동아청솔,134.94,80500,1997,2019-11-19,5,신림선,개통 전
방학동,대상타운현대아파트,133.97,80000,2001,2019-11-30,16,신림선,개통 전
쌍문동,동익미라벨,84.39,33300,1987,2019-11-27,11,신림선,개통 전
창동,동아그린,84.94,62900,1996,2019-11-30,13,신림선,개통 전
창동,동아청솔,134.94,80000,1997,2019-11-30,1,신림선,개통 전
방학동,성원아파트,59.94,29800,1996,2019-11-16,2,신림선,개통 전
창동,북한산아이파크5차,84.4516,75000,2004,2019-11-24,7,신림선,개통 전
창동,동아청솔,59.445,55000,1997,2019-11-27,7,신림선,개통 전
창동,창동2차현대,84.504,67800,2001,2019-11-30,12,신림선,개통 전
창동,대우,59.86,40000,1995,2019-11-30,9,신림선,개통 전
창동,창동주공18단지,45.9,33900,1988,2019-11-29,6,신림선,개통 전
창동,창동2차현대,59.499,60000,2001,2019-11-29,12,신림선,개통 전
창동,동아,89.45,70000,1988,2019-11-22,14,신림선,개통 전
창동,창동주공1단지,59.22,47000,1990,2019-11-25,6,신림선,개통 전
방학동,신동아아파트2,84.86,36200,1992,2019-11-27,13,신림선,개통 전
창동,창동주공2단지,45.9,34800,1990,2019-11-14,3,신림선,개통 전
쌍문동,삼익세라믹,42.93,22800,1988,2019-11-30,15,신림선,개통 전
쌍문동,한양2,76.92,35000,1988,2019-11-28,10,신림선,개통 전
쌍문동,한양5,132.325,59700,1991,2019-11-26,15,신림선,개통 전
창동,주공17단지,36.16,22950,1989,2019-11-22,1,신림선,개통 전
방학동,신동아아파트2,84.82,39500,1992,2019-11-18,8,신림선,개통 전
도봉동,유원도봉,84.93,38000,1990,2019-11-11,7,신림선,개통 전
창동,금호어울림,84.99,65500,2004,2019-11-25,8,신림선,개통 전
창동,동아청솔,84.97,72000,1997,2019-11-21,14,신림선,개통 전
도봉동,한신,84.94,41500,1995,2019-11-20,15,신림선,개통 전
창동,북한산아이파크5차,101.9176,74200,2004,2019-11-28,13,신림선,개통 전
창동,북한산아이파크5차,84.4516,70700,2004,2019-11-21,6,신림선,개통 전
쌍문동,북한산코오롱하늘채,84.98,55000,2014,2019-11-30,14,신림선,개통 전
창동,창동주공2단지,49.94,43000,1990,2019-11-16,7,신림선,개통 전
창동,창동주공3단지(해등마을),79.07,67500,1990,2019-11-29,13,신림선,개통 전
창동,창동주공1단지,58.01,49000,1990,2019-11-22,11,신림선,개통 전
창동,삼성래미안,66.54,58000,1992,2019-11-19,13,신림선,개통 전
쌍문동,대우파크힐(쌍문동이안),126.379,58900,2004,2019-11-22,14,신림선,개통 전
창동,금호어울림,84.99,65100,2004,2019-11-21,10,신림선,개통 전
창동,삼성래미안,84.87,62500,1992,2019-11-28,4,신림선,개통 전
창동,창동주공3단지(해등마을),61.52,56000,1990,2019-11-30,12,신림선,개통 전
방학동,성원아파트,84.54,39500,1996,2019-11-30,6,신림선,개통 전
창동,북한산한신휴플러스,114.5534,70500,2007,2019-11-19,4,신림선,개통 전
창동,주공19단지(창동리버타운),84.9,68500,1988,2019-11-30,9,신림선,개통 전
창동,상아1차아파트,58.59,44900,1987,2019-11-19,12,신림선,개통 전
방학동,우성아파트1,72.06,33300,1992,2019-11-20,7,신림선,개통 전
창동,창동주공3단지(해등마을),49.94,45000,1990,2019-11-17,2,신림선,개통 전
방학동,신동아아파트1,53.16,26000,1986,2019-11-27,13,신림선,개통 전
방학동,방학동삼성래미안2,84.937,60000,2002,2019-11-12,16,신림선,개통 전
창동,주공17단지,36.16,25800,1989,2019-11-21,6,신림선,개통 전
창동,주공17단지,36.16,25350,1989,2019-11-19,8,신림선,개통 전
도봉동,한신,77.46,39500,1995,2019-11-15,6,신림선,개통 전
창동,주공19단지(창동리버타운),68.86,62000,1988,2019-11-28,4,신림선,개통 전
쌍문동,삼익세라믹,42.93,21700,1988,2019-11-29,2,신림선,개통 전
창동,창동주공2단지,45.55,33800,1990,2019-11-25,3,신림선,개통 전
창동,동아청솔,134.94,79900,1997,2019-11-21,2,신림선,개통 전
창동,대우,59.86,35000,1995,2019-11-20,10,신림선,개통 전
창동,삼성래미안,66.48,61400,1992,2019-11-21,11,신림선,개통 전
창동,삼성래미안,84.87,60500,1992,2019-11-22,13,신림선,개통 전
창동,삼성래미안,84.87,60800,1992,2019-11-30,4,신림선,개통 전
창동,창동2차현대,84.504,65000,2001,2019-11-16,7,신림선,개통 전
도봉동,현대성우,59.04,31100,1998,2019-11-30,10,신림선,개통 전
도봉동,한신,84.94,40000,1995,2019-11-13,2,신림선,개통 전
창동,창동주공2단지,49.94,43200,1990,2019-11-19,4,신림선,개통 전
창동,북한산아이파크5차,134.7947,90000,2004,2019-11-16,16,신림선,개통 전
창동,북한산아이파크5차,84.4516,75000,2004,2019-11-28,23,신림선,개통 전
도봉동,한양수자인,84.46,40800,2010,2019-11-28,14,신림선,개통 전
쌍문동,북한산코오롱하늘채,84.98,56000,2014,2019-11-19,16,신림선,개통 전
창동,주공19단지(창동리버타운),84.9,67900,1988,2019-11-30,4,신림선,개통 전
쌍문동,삼익세라믹,42.93,22700,1988,2019-11-18,7,신림선,개통 전
창동,동아청솔,59.76,57000,1997,2019-11-20,21,신림선,개통 전
쌍문동,삼익세라믹,42.93,24000,1988,2019-11-30,7,신림선,개통 전
창동,쌍용,59.88,56600,1997,2019-11-21,9,신림선,개통 전
창동,창동주공1단지,49.94,42500,1990,2019-11-30,13,신림선,개통 전
방학동,방학동삼성래미안1,84.937,66500,2002,2019-11-08,5,신림선,개통 전
창동,동아,88.23,65000,1988,2019-11-07,5,신림선,개통 전
쌍문동,동익미라벨,84.39,31000,1987,2019-11-19,11,신림선,개통 전
쌍문동,미라보,59.96,25000,1995,2019-11-20,1,신림선,개통 전
창동,창동주공3단지(해등마을),44.89,41800,1990,2019-11-16,13,신림선,개통 전
방학동,신동아아파트1,84.87,35500,1986,2019-11-26,3,신림선,개통 전
창동,한신APT,59.96,25300,1999,2019-11-12,6,신림선,개통 전
도봉동,래미안도봉,59.25,44700,2005,2019-11-15,16,신림선,개통 전
쌍문동,현대1,84.66,37000,1990,2019-11-06,2,신림선,개통 전
방학동,벽산아파트2,84.98,37000,1998,2019-11-25,7,신림선,개통 전
방학동,신동아아파트1,84.87,35500,1986,2019-11-20,10,신림선,개통 전
창동,창동주공18단지,45.9,34800,1988,2019-11-13,11,신림선,개통 전
