법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
교문동,교문동금호어울림,84.769,42000,2009,2018-08-28,5,장자호수공원역,개통 전
인창동,동원베네스트,59.81,34500,2004,2018-08-20,4,장자호수공원역,개통 전
교문동,한가람아파트,62.01,39500,1994,2018-08-28,8,장자호수공원역,개통 전
인창동,원일가대라곡,84.56,42000,2005,2018-08-07,13,장자호수공원역,개통 전
교문동,교문동금호어울림,84.769,42000,2009,2018-08-31,7,장자호수공원역,개통 전
교문동,한가람아파트,121.77,60750,1994,2018-08-27,5,장자호수공원역,개통 전
인창동,건영,83.87,34700,1994,2018-08-27,11,장자호수공원역,개통 전
인창동,주공6,49.67,31000,1996,2018-08-27,15,장자호수공원역,개통 전
인창동,건영,83.87,31800,1994,2018-08-24,1,장자호수공원역,개통 전
토평동,우남,59.6514,29000,2000,2018-08-24,4,장자호수공원역,개통 전
인창동,아름마을삼성,84.9506,34500,2000,2018-08-23,21,장자호수공원역,개통 전
인창동,아름마을삼성,59.9807,30800,2000,2018-08-21,14,장자호수공원역,개통 전
교문동,장자마을금호1-2,54.949,46800,2001,2018-08-27,11,장자호수공원역,개통 전
인창동,아름마을삼성,84.9506,33700,2000,2018-08-25,24,장자호수공원역,개통 전
교문동,장자마을금호1-2,54.949,42800,2001,2018-08-23,2,장자호수공원역,개통 전
수택동,쌍용,59.92,33000,1996,2018-08-27,14,장자호수공원역,개통 전
인창동,성원,84.99,43800,2000,2018-08-25,18,장자호수공원역,개통 전
교문동,아차산어울림아파트,84.8549,49800,2010,2018-08-25,9,장자호수공원역,개통 전
인창동,원일가대라곡,59.999,36000,2005,2018-08-27,10,장자호수공원역,개통 전
인창동,아름마을일신,134.86,44000,1999,2018-08-10,1,장자호수공원역,개통 전
인창동,원일가대라곡,59.999,35000,2005,2018-08-14,5,장자호수공원역,개통 전
교문동,교문(대우),99.6,55000,1994,2018-08-25,11,장자호수공원역,개통 전
교문동,덕현,84.57,51900,1993,2018-08-29,7,장자호수공원역,개통 전
토평동,우남,59.6514,32300,2000,2018-08-13,16,장자호수공원역,개통 전
토평동,한일,59.784,42300,2001,2018-08-23,2,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,47000,2001,2018-08-17,8,장자호수공원역,개통 전
인창동,주공2,84.99,46000,1997,2018-08-23,17,장자호수공원역,개통 전
인창동,주공1,59.93,32200,1996,2018-08-21,16,장자호수공원역,개통 전
인창동,동문굿모닝힐,84.9856,53000,2007,2018-08-23,20,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,52000,2016,2018-08-24,9,장자호수공원역,개통 전
수택동,대림한숲,51.66,32500,1995,2018-08-30,7,장자호수공원역,개통 전
인창동,동문굿모닝힐,84.9856,53700,2007,2018-08-20,14,장자호수공원역,개통 전
인창동,주공4-1,58.14,30700,1996,2018-08-27,15,장자호수공원역,개통 전
수택동,남양아이좋은집,84.9965,42200,2004,2018-08-24,18,장자호수공원역,개통 전
인창동,주공2,49.95,29500,1997,2018-08-25,11,장자호수공원역,개통 전
교문동,동방,59.97,32000,1998,2018-08-28,12,장자호수공원역,개통 전
인창동,주공6,49.67,29000,1996,2018-08-25,20,장자호수공원역,개통 전
교문동,구리(우성),84.9,51200,1994,2018-08-10,17,장자호수공원역,개통 전
교문동,교문(동양고속),84.696,53000,1994,2018-08-25,11,장자호수공원역,개통 전
교문동,구리(한양),84.9,53000,1994,2018-08-24,3,장자호수공원역,개통 전
토평동,토평마을 e편한세상,84.599,61500,2001,2018-08-28,14,장자호수공원역,개통 전
수택동,다우빌,70.64,28500,1999,2018-08-10,6,장자호수공원역,개통 전
수택동,수택동금호어울림,68.241,38700,2006,2018-08-01,3,장자호수공원역,개통 전
수택동,우림,59.74,24450,1999,2018-08-27,1,장자호수공원역,개통 전
교문동,구리두산,59.99,38500,1991,2018-08-27,3,장자호수공원역,개통 전
교문동,덕현,62.1,34900,1993,2018-08-27,12,장자호수공원역,개통 전
수택동,대림한숲,51.66,33000,1995,2018-08-27,7,장자호수공원역,개통 전
인창동,주공4-2,59.56,31000,1996,2018-08-31,10,장자호수공원역,개통 전
수택동,구리태영데시앙,84.91,44900,2014,2018-08-28,5,장자호수공원역,개통 전
토평동,한일,59.784,48000,2001,2018-08-25,14,장자호수공원역,개통 전
인창동,아름마을삼성,84.9506,32300,2000,2018-08-13,9,장자호수공원역,개통 전
인창동,동양주택조합,84.98,41000,2002,2018-08-26,12,장자호수공원역,개통 전
인창동,아름마을삼성,84.9506,37000,2000,2018-08-15,8,장자호수공원역,개통 전
수택동,구리태영데시앙,84.91,45000,2014,2018-08-29,4,장자호수공원역,개통 전
인창동,원일아름,84.75,32000,1998,2018-08-10,18,장자호수공원역,개통 전
인창동,동양주택조합,84.98,39200,2002,2018-08-09,14,장자호수공원역,개통 전
인창동,더샵그린포레1단지,84.981,41600,2015,2018-08-18,1,장자호수공원역,개통 전
인창동,주공4-2,59.56,34500,1996,2018-08-29,14,장자호수공원역,개통 전
인창동,더샵그린포레2단지,74.98,42370,2015,2018-08-27,12,장자호수공원역,개통 전
갈매동,구리갈매스타힐스,74.98,42900,2017,2018-08-27,8,장자호수공원역,개통 전
갈매동,구리갈매스타힐스,74.98,43000,2017,2018-08-24,11,장자호수공원역,개통 전
인창동,우방아이유쉘,84.8005,34000,2001,2018-08-28,2,장자호수공원역,개통 전
인창동,주공1,59.56,32000,1996,2018-08-01,13,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,49500,2016,2018-08-11,12,장자호수공원역,개통 전
수택동,수택주공,59.89,30000,2000,2018-08-25,6,장자호수공원역,개통 전
인창동,한진,84.973,31200,2002,2018-08-28,14,장자호수공원역,개통 전
수택동,구리태영데시앙,84.91,47000,2014,2018-08-29,16,장자호수공원역,개통 전
인창동,아름마을삼성,84.9506,35500,2000,2018-08-03,11,장자호수공원역,개통 전
인창동,인창2차e-편한세상,84.369,56500,2006,2018-08-29,17,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.8212,49000,2016,2018-08-31,2,장자호수공원역,개통 전
인창동,한진,84.973,31400,2002,2018-08-25,18,장자호수공원역,개통 전
갈매동,한라비발디,84.58,47000,2016,2018-08-20,7,장자호수공원역,개통 전
갈매동,한라비발디,84.58,45500,2016,2018-08-13,6,장자호수공원역,개통 전
교문동,한성,84.99,45000,1990,2018-08-21,1,장자호수공원역,개통 전
인창동,건영,72.26,33300,1994,2018-08-28,12,장자호수공원역,개통 전
인창동,원일아름,59.81,31500,1998,2018-08-15,14,장자호수공원역,개통 전
인창동,한진,59.937,26500,2002,2018-08-26,8,장자호수공원역,개통 전
인창동,충효,45.53,29000,1989,2018-08-08,1,장자호수공원역,개통 전
갈매동,한라비발디,74.9,45000,2016,2018-08-13,22,장자호수공원역,개통 전
수택동,영풍마드레빌1차,84.96,37500,2003,2018-08-27,18,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,51000,2016,2018-08-28,24,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,51000,2016,2018-08-22,13,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,51700,2016,2018-08-18,20,장자호수공원역,개통 전
교문동,구리(우성),60.56,38000,1994,2018-08-29,7,장자호수공원역,개통 전
교문동,덕현,134.98,59000,1993,2018-08-20,12,장자호수공원역,개통 전
교문동,일성,59.8,33000,1999,2018-08-31,12,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,69.5876,43800,2016,2018-08-06,11,장자호수공원역,개통 전
인창동,원일아름,84.75,34000,1998,2018-08-17,12,장자호수공원역,개통 전
토평동,에스케이신일,84.7406,39000,2001,2018-08-08,17,장자호수공원역,개통 전
인창동,주공4-2,59.98,29000,1996,2018-08-25,1,장자호수공원역,개통 전
수택동,유현아파트1동,84.89,38000,2000,2018-08-30,14,장자호수공원역,개통 전
인창동,주공1,37.67,25000,1996,2018-08-30,15,장자호수공원역,개통 전
갈매동,한라비발디,84.58,44700,2016,2018-08-04,3,장자호수공원역,개통 전
교문동,구리(한양),84.9,48000,1994,2018-08-21,18,장자호수공원역,개통 전
인창동,동양주택조합,84.98,38000,2002,2018-08-09,23,장자호수공원역,개통 전
갈매동,한라비발디,84.58,48000,2016,2018-08-24,20,장자호수공원역,개통 전
인창동,아름마을삼성,59.9807,29900,2000,2018-08-11,4,장자호수공원역,개통 전
인창동,건영,83.87,33800,1994,2018-08-24,7,장자호수공원역,개통 전
수택동,럭키,59.34,31000,1992,2018-08-31,9,장자호수공원역,개통 전
수택동,수택주공,84.85,35700,2000,2018-08-18,3,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,46900,2016,2018-08-04,3,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,69.5876,43800,2016,2018-08-04,6,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,50000,2016,2018-08-27,15,장자호수공원역,개통 전
인창동,아름마을삼성,59.9807,31000,2000,2018-08-20,5,장자호수공원역,개통 전
인창동,한진,59.937,25800,2002,2018-08-18,22,장자호수공원역,개통 전
인창동,주공4-2,59.98,31500,1996,2018-08-25,2,장자호수공원역,개통 전
수택동,남양아이좋은집,84.9965,41000,2004,2018-08-07,14,장자호수공원역,개통 전
인창동,원일아름,84.75,31800,1998,2018-08-14,6,장자호수공원역,개통 전
인창동,아름마을삼성,59.9807,30500,2000,2018-08-01,11,장자호수공원역,개통 전
수택동,럭키,59.34,23600,1992,2018-08-30,9,장자호수공원역,개통 전
인창동,동양주택조합,84.98,37700,2002,2018-08-06,13,장자호수공원역,개통 전
토평동,유진스웰,84.9884,40700,2009,2018-08-27,3,장자호수공원역,개통 전
교문동,덕현,134.98,54800,1993,2018-08-15,14,장자호수공원역,개통 전
인창동,인창2차e-편한세상,84.369,55500,2006,2018-08-21,23,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.3627,50000,2016,2018-08-13,15,장자호수공원역,개통 전
인창동,성원,84.99,37800,2000,2018-08-24,1,장자호수공원역,개통 전
인창동,인창2차e-편한세상,84.369,49600,2006,2018-08-06,4,장자호수공원역,개통 전
인창동,인창2차e-편한세상,84.369,52200,2006,2018-08-06,8,장자호수공원역,개통 전
인창동,더샵그린포레1단지,84.966,48700,2015,2018-08-30,17,장자호수공원역,개통 전
갈매동,한라비발디,84.58,47800,2016,2018-08-27,5,장자호수공원역,개통 전
인창동,삼보,114.69,51500,1996,2018-08-31,6,장자호수공원역,개통 전
수택동,토평주공,59.92,33900,2002,2018-08-31,9,장자호수공원역,개통 전
인창동,인창2차e-편한세상,59.335,40700,2006,2018-08-21,13,장자호수공원역,개통 전
인창동,동원베네스트,59.81,34800,2004,2018-08-22,7,장자호수공원역,개통 전
인창동,주공2,49.95,31700,1997,2018-08-30,15,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,48000,2016,2018-08-24,2,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.3627,50800,2016,2018-08-27,17,장자호수공원역,개통 전
갈매동,한라비발디,74.92,45000,2016,2018-08-26,14,장자호수공원역,개통 전
갈매동,한라비발디,84.58,47200,2016,2018-08-25,13,장자호수공원역,개통 전
인창동,주공6,59.56,34000,1996,2018-08-18,14,장자호수공원역,개통 전
갈매동,구리갈매스타힐스,74.98,42000,2017,2018-08-14,14,장자호수공원역,개통 전
교문동,교문동금호어울림,84.769,41700,2009,2018-08-11,7,장자호수공원역,개통 전
교문동,교문동금호어울림,84.769,39800,2009,2018-08-28,6,장자호수공원역,개통 전
인창동,주공6,58.14,38000,1996,2018-08-25,6,장자호수공원역,개통 전
인창동,주공4-2,59.93,32200,1996,2018-08-27,18,장자호수공원역,개통 전
교문동,한가람아파트,62.01,39000,1994,2018-08-30,15,장자호수공원역,개통 전
교문동,한가람아파트,62.01,41000,1994,2018-08-13,10,장자호수공원역,개통 전
교문동,덕현,62.1,35000,1993,2018-08-22,11,장자호수공원역,개통 전
갈매동,갈매더샵나인힐스,84.7845,49500,2016,2018-08-25,2,장자호수공원역,개통 전
갈매동,한라비발디,84.58,46500,2016,2018-08-15,12,장자호수공원역,개통 전
갈매동,한라비발디,84.58,46300,2016,2018-08-15,6,장자호수공원역,개통 전
인창동,주공4-2,59.56,31300,1996,2018-08-23,14,장자호수공원역,개통 전
인창동,더샵그린포레1단지,84.988,46000,2015,2018-08-14,5,장자호수공원역,개통 전
인창동,삼호,56.7,22800,1991,2018-08-27,4,장자호수공원역,개통 전
인창동,더샵그린포레2단지,84.98,45000,2015,2018-08-16,7,장자호수공원역,개통 전
수택동,토평주공,59.92,32300,2002,2018-08-27,2,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,47000,2001,2018-08-16,17,장자호수공원역,개통 전
수택동,구리태영데시앙,84.91,45000,2014,2018-08-18,7,장자호수공원역,개통 전
인창동,한진,84.973,28000,2002,2018-08-21,1,장자호수공원역,개통 전
인창동,동양주택조합,84.98,36500,2002,2018-08-18,16,장자호수공원역,개통 전
교문동,교문(동양고속),84.696,49900,1994,2018-08-27,4,장자호수공원역,개통 전
토평동,삼성,116.824,70500,2001,2018-08-22,1,장자호수공원역,개통 전
교문동,덕현,62.1,35000,1993,2018-08-27,15,장자호수공원역,개통 전
인창동,주공1,59.93,29000,1996,2018-08-25,1,장자호수공원역,개통 전
교문동,덕현,62.1,32900,1993,2018-08-24,3,장자호수공원역,개통 전
인창동,주공6,59.56,33000,1996,2018-08-27,9,장자호수공원역,개통 전
인창동,주공6,58.14,34000,1996,2018-08-20,13,장자호수공원역,개통 전
수택동,영진,59.88,18000,2004,2018-08-25,2,장자호수공원역,개통 전
수택동,유현아파트1동,59.94,29500,2000,2018-08-01,12,장자호수공원역,개통 전
인창동,주공6,49.67,31500,1996,2018-08-27,13,장자호수공원역,개통 전
수택동,남양아이좋은집,84.9965,39700,2004,2018-08-27,11,장자호수공원역,개통 전
수택동,대림한숲,62.25,38300,1995,2018-08-08,17,장자호수공원역,개통 전
갈매동,한라비발디,84.58,47000,2016,2018-08-25,15,장자호수공원역,개통 전
인창동,구리인창금호어울림,84.9764,31900,2006,2018-08-07,12,장자호수공원역,개통 전
인창동,주공4-2,59.56,32800,1996,2018-08-25,10,장자호수공원역,개통 전
인창동,주공4-1,58.14,31000,1996,2018-08-25,3,장자호수공원역,개통 전
인창동,주공6,49.67,29500,1996,2018-08-23,20,장자호수공원역,개통 전
수택동,"한인(가,나동)",45.53,19000,1989,2018-08-15,2,장자호수공원역,개통 전
인창동,주공4-2,59.93,30000,1996,2018-08-25,14,장자호수공원역,개통 전
교문동,장자마을동양,118.647,83000,2001,2018-08-15,14,장자호수공원역,개통 전
교문동,토평신명,84.63,64500,2001,2018-08-27,4,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,47700,2001,2018-08-28,15,장자호수공원역,개통 전
수택동,토평주공,59.92,33500,2002,2018-08-18,12,장자호수공원역,개통 전
인창동,주공4-1,37.67,25000,1996,2018-08-27,9,장자호수공원역,개통 전
인창동,삼환,99.97,48000,1996,2018-08-25,2,장자호수공원역,개통 전
인창동,주공1,37.67,21300,1996,2018-08-23,1,장자호수공원역,개통 전
인창동,신일,99.97,54000,1996,2018-08-24,10,장자호수공원역,개통 전
인창동,한진,59.937,25500,2002,2018-08-23,21,장자호수공원역,개통 전
인창동,주공1,59.93,30000,1996,2018-08-15,5,장자호수공원역,개통 전
교문동,한성,71.79,36900,1990,2018-08-17,4,장자호수공원역,개통 전
교문동,덕현,84.57,49800,1993,2018-08-20,6,장자호수공원역,개통 전
수택동,대림한숲,51.66,33000,1995,2018-08-17,14,장자호수공원역,개통 전
인창동,주공4-1,58.14,30000,1996,2018-08-25,2,장자호수공원역,개통 전
인창동,주공4-1,58.14,29500,1996,2018-08-07,9,장자호수공원역,개통 전
인창동,주공2,49.95,26500,1997,2018-08-25,3,장자호수공원역,개통 전
인창동,주공2,49.95,27300,1997,2018-08-27,4,장자호수공원역,개통 전
인창동,주공4-1,37.67,24400,1996,2018-08-22,11,장자호수공원역,개통 전
인창동,주공1,58.14,33800,1996,2018-08-27,13,장자호수공원역,개통 전
교문동,교문(대우),61.221,36900,1994,2018-08-11,10,장자호수공원역,개통 전
인창동,주공2,84.99,44800,1997,2018-08-18,5,장자호수공원역,개통 전
인창동,인창풍림아이원,84.9117,41750,2014,2018-08-22,15,장자호수공원역,개통 전
인창동,주공4-2,59.93,32800,1996,2018-08-27,4,장자호수공원역,개통 전
인창동,주공2,84.99,48000,1997,2018-08-27,14,장자호수공원역,개통 전
교문동,하나(한성)아파트,84.726,50500,1994,2018-08-20,16,장자호수공원역,개통 전
인창동,주공4-1,58.14,30000,1996,2018-08-23,3,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.556,44000,2001,2018-08-18,17,장자호수공원역,개통 전
토평동,토평마을 e편한세상,84.599,61500,2001,2018-08-27,13,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,44500,2001,2018-08-25,17,장자호수공원역,개통 전
인창동,주공6,58.14,33500,1996,2018-08-26,2,장자호수공원역,개통 전
인창동,동흥,33.0,14900,1994,2018-08-27,4,장자호수공원역,개통 전
교문동,한가람아파트,62.01,40500,1994,2018-08-27,10,장자호수공원역,개통 전
인창동,원일아름,59.81,30500,1998,2018-08-23,5,장자호수공원역,개통 전
교문동,토평신명,84.63,65000,2001,2018-08-21,4,장자호수공원역,개통 전
교문동,장자마을금호1-2,54.949,44000,2001,2018-08-19,11,장자호수공원역,개통 전
인창동,주공2,84.99,39500,1997,2018-08-08,4,장자호수공원역,개통 전
교문동,구리(한양),101.95,54800,1994,2018-08-25,6,장자호수공원역,개통 전
토평동,상록,84.404,50500,2002,2018-08-17,4,장자호수공원역,개통 전
인창동,주공1,58.14,31500,1996,2018-08-09,4,장자호수공원역,개통 전
수택동,엘지원앙,70.2,47000,1995,2018-08-11,12,장자호수공원역,개통 전
갈매동,한라비발디,84.58,48400,2016,2018-08-17,22,장자호수공원역,개통 전
인창동,주공2,84.99,44600,1997,2018-08-24,6,장자호수공원역,개통 전
인창동,주공1,59.76,33000,1996,2018-08-22,12,장자호수공원역,개통 전
인창동,주공4-1,58.14,34000,1996,2018-08-24,8,장자호수공원역,개통 전
인창동,삼환,99.97,50000,1996,2018-08-22,3,장자호수공원역,개통 전
토평동,한일,59.784,48900,2001,2018-08-23,15,장자호수공원역,개통 전
교문동,교문(동양고속),61.221,37000,1994,2018-08-16,9,장자호수공원역,개통 전
인창동,삼환,99.97,54000,1996,2018-08-27,4,장자호수공원역,개통 전
교문동,토평신명,84.63,65000,2001,2018-08-11,20,장자호수공원역,개통 전
인창동,주공4-1,58.14,32800,1996,2018-08-27,8,장자호수공원역,개통 전
교문동,장자마을금호1-2,54.978,45350,2001,2018-08-15,19,장자호수공원역,개통 전
수택동,대림한숲,62.25,37900,1995,2018-08-17,6,장자호수공원역,개통 전
인창동,주공2,49.95,27000,1997,2018-08-20,3,장자호수공원역,개통 전
교문동,덕현,84.57,47600,1993,2018-08-14,2,장자호수공원역,개통 전
인창동,주공2,49.95,27500,1997,2018-08-24,4,장자호수공원역,개통 전
인창동,원일가대라곡,59.999,36000,2005,2018-08-27,3,장자호수공원역,개통 전
인창동,주공2,39.86,23500,1997,2018-08-25,3,장자호수공원역,개통 전
인창동,현대홈타운,82.08,48900,2002,2018-08-21,22,장자호수공원역,개통 전
인창동,주공4-1,58.14,32700,1996,2018-08-22,3,장자호수공원역,개통 전
인창동,동원베네스트,59.81,35200,2004,2018-08-15,11,장자호수공원역,개통 전
수택동,럭키,59.34,29000,1992,2018-08-25,3,장자호수공원역,개통 전
교문동,교문(동양고속),84.696,49000,1994,2018-08-18,5,장자호수공원역,개통 전
수택동,쌍용(623),59.88,17500,1998,2018-08-14,1,장자호수공원역,개통 전
인창동,주공4-1,49.69,28300,1996,2018-08-25,4,장자호수공원역,개통 전
인창동,주공2,84.99,44500,1997,2018-08-22,12,장자호수공원역,개통 전
토평동,상록,84.404,52500,2002,2018-08-11,12,장자호수공원역,개통 전
인창동,주공4-1,49.69,28300,1996,2018-08-08,2,장자호수공원역,개통 전
교문동,장자마을동양,118.647,77800,2001,2018-08-15,6,장자호수공원역,개통 전
인창동,주공6,58.14,33000,1996,2018-08-25,2,장자호수공원역,개통 전
교문동,하나(유원)아파트,122.58,57500,1994,2018-08-23,6,장자호수공원역,개통 전
인창동,삼보,114.69,57000,1996,2018-08-07,7,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,47000,2001,2018-08-23,10,장자호수공원역,개통 전
인창동,현대홈타운,82.08,45500,2002,2018-08-22,3,장자호수공원역,개통 전
인창동,주공6,49.67,30300,1996,2018-08-25,2,장자호수공원역,개통 전
인창동,주공6,58.14,34000,1996,2018-08-13,9,장자호수공원역,개통 전
교문동,하나(한성)아파트,101.826,53900,1994,2018-08-22,10,장자호수공원역,개통 전
토평동,한일,59.784,49400,2001,2018-08-10,7,장자호수공원역,개통 전
인창동,삼보,101.94,56000,1996,2018-08-07,6,장자호수공원역,개통 전
수택동,럭키,59.34,29100,1992,2018-08-20,3,장자호수공원역,개통 전
인창동,주공4-2,59.98,30900,1996,2018-08-25,2,장자호수공원역,개통 전
교문동,구리(우성),60.56,39800,1994,2018-08-15,13,장자호수공원역,개통 전
토평동,한일,59.784,49000,2001,2018-08-25,4,장자호수공원역,개통 전
인창동,동문굿모닝힐,84.9856,53500,2007,2018-08-23,13,장자호수공원역,개통 전
교문동,장자마을금호1-1,54.978,48000,2001,2018-08-15,8,장자호수공원역,개통 전
인창동,주공6,59.76,35000,1996,2018-08-18,6,장자호수공원역,개통 전
토평동,토평마을 e편한세상,84.599,53000,2001,2018-08-21,1,장자호수공원역,개통 전
인창동,주공2,49.95,27000,1997,2018-08-25,3,장자호수공원역,개통 전
교문동,교문(동양고속),134.64,57500,1994,2018-08-14,5,장자호수공원역,개통 전
토평동,삼성,134.887,82500,2001,2018-08-18,6,장자호수공원역,개통 전
수택동,대림한숲,51.66,32800,1995,2018-08-21,14,장자호수공원역,개통 전
토평동,유진스웰,84.9884,40250,2009,2018-08-25,4,장자호수공원역,개통 전
인창동,주공4-2,59.56,32200,1996,2018-08-24,17,장자호수공원역,개통 전
인창동,주공4-2,59.98,33000,1996,2018-08-06,6,장자호수공원역,개통 전
인창동,주공4-1,58.14,32800,1996,2018-08-25,9,장자호수공원역,개통 전
인창동,주공6,39.87,24100,1996,2018-08-18,13,장자호수공원역,개통 전
인창동,삼환,99.97,50000,1996,2018-08-11,4,장자호수공원역,개통 전
인창동,우방아이유쉘,84.7362,32000,2001,2018-08-24,12,장자호수공원역,개통 전
수택동,대림한숲,51.66,33000,1995,2018-08-17,5,장자호수공원역,개통 전
인창동,주공4-2,59.93,30900,1996,2018-08-24,16,장자호수공원역,개통 전
수택동,하이스트빌,84.8,28000,2008,2018-08-24,11,장자호수공원역,개통 전
토평동,상록,84.404,53000,2002,2018-08-21,6,장자호수공원역,개통 전
수택동,대림한숲,51.66,33500,1995,2018-08-13,6,장자호수공원역,개통 전
수택동,엘지원앙,70.2,45000,1995,2018-08-25,4,장자호수공원역,개통 전
교문동,교문(동양고속),99.6,55000,1994,2018-08-25,12,장자호수공원역,개통 전
수택동,구리태영데시앙,74.58,43700,2014,2018-08-20,16,장자호수공원역,개통 전
교문동,하나(한성)아파트,84.726,43900,1994,2018-08-24,2,장자호수공원역,개통 전
인창동,주공1,59.76,31500,1996,2018-08-23,3,장자호수공원역,개통 전
토평동,상록,84.404,52000,2002,2018-08-18,17,장자호수공원역,개통 전
수택동,대림한숲,51.66,34200,1995,2018-08-13,13,장자호수공원역,개통 전
교문동,덕현,84.57,50900,1993,2018-08-11,13,장자호수공원역,개통 전
인창동,주공1,37.67,23850,1996,2018-08-16,14,장자호수공원역,개통 전
인창동,주공6,39.87,24000,1996,2018-08-22,15,장자호수공원역,개통 전
수택동,구리태영데시앙,84.91,47000,2014,2018-08-18,18,장자호수공원역,개통 전
수택동,대림한숲,51.66,29100,1995,2018-08-21,1,장자호수공원역,개통 전
인창동,주공2,84.99,45000,1997,2018-08-23,13,장자호수공원역,개통 전
인창동,주공2,84.99,42000,1997,2018-08-18,9,장자호수공원역,개통 전
인창동,주공2,84.99,44900,1997,2018-08-26,14,장자호수공원역,개통 전
수택동,하이스트빌,40.17,16700,2008,2018-08-23,12,장자호수공원역,개통 전
교문동,한가람아파트,84.92,52000,1994,2018-08-14,12,장자호수공원역,개통 전
인창동,주공4-2,59.98,32200,1996,2018-08-14,8,장자호수공원역,개통 전
인창동,주공1,58.14,32000,1996,2018-08-21,9,장자호수공원역,개통 전
수택동,대림한숲,62.25,38500,1995,2018-08-15,12,장자호수공원역,개통 전
인창동,삼환,99.97,54000,1996,2018-08-19,6,장자호수공원역,개통 전
인창동,주공6,39.87,24800,1996,2018-08-25,18,장자호수공원역,개통 전
인창동,주공6,58.14,33000,1996,2018-08-22,15,장자호수공원역,개통 전
수택동,대림한숲,51.66,32900,1995,2018-08-25,12,장자호수공원역,개통 전
교문동,교문(대우),61.056,37000,1994,2018-08-15,13,장자호수공원역,개통 전
교문동,장자마을금호1-2,54.978,46000,2001,2018-08-15,15,장자호수공원역,개통 전
수택동,하이스트빌,84.8,26500,2008,2018-08-06,8,장자호수공원역,개통 전
수택동,럭키,59.34,29000,1992,2018-08-21,10,장자호수공원역,개통 전
인창동,주공4-1,37.67,24000,1996,2018-08-24,9,장자호수공원역,개통 전
수택동,엘지원앙,70.2,46000,1995,2018-08-17,5,장자호수공원역,개통 전
토평동,토평마을 e편한세상,84.599,59500,2001,2018-08-01,19,장자호수공원역,개통 전
인창동,주공1,37.67,23200,1996,2018-08-21,10,장자호수공원역,개통 전
교문동,아차산어울림아파트,84.8549,51000,2010,2018-08-22,12,장자호수공원역,개통 전
교문동,교문(대우),84.696,54000,1994,2018-08-21,11,장자호수공원역,개통 전
토평동,상록,84.404,56500,2002,2018-08-23,16,장자호수공원역,개통 전
인창동,주공1,59.76,31800,1996,2018-08-15,5,장자호수공원역,개통 전
인창동,주공1,58.14,32800,1996,2018-08-23,7,장자호수공원역,개통 전
교문동,덕현,134.98,58500,1993,2018-08-18,13,장자호수공원역,개통 전
수택동,하이스트빌,64.97,25000,2008,2018-08-11,9,장자호수공원역,개통 전
인창동,주공6,58.14,37500,1996,2018-08-25,11,장자호수공원역,개통 전
교문동,구리(한양),60.44,38000,1994,2018-08-06,8,장자호수공원역,개통 전
토평동,상록,84.404,51800,2002,2018-08-24,16,장자호수공원역,개통 전
인창동,주공1,59.56,31000,1996,2018-08-03,8,장자호수공원역,개통 전
인창동,주공4-1,58.14,31800,1996,2018-08-16,8,장자호수공원역,개통 전
인창동,주공6,59.56,33900,1996,2018-08-25,19,장자호수공원역,개통 전
갈매동,한라비발디,84.58,48000,2016,2018-08-11,26,장자호수공원역,개통 전
수택동,엘지원앙,52.08,34800,1995,2018-08-22,10,장자호수공원역,개통 전
인창동,주공2,84.99,47300,1997,2018-08-24,10,장자호수공원역,개통 전
수택동,대림한숲,62.25,38300,1995,2018-08-18,5,장자호수공원역,개통 전
수택동,영풍마드레빌1차,84.96,37200,2003,2018-08-17,9,장자호수공원역,개통 전
갈매동,한라비발디,84.58,47300,2016,2018-08-11,14,장자호수공원역,개통 전
인창동,동원베네스트,84.98,37700,2004,2018-08-18,6,장자호수공원역,개통 전
인창동,주공4-1,58.14,29800,1996,2018-08-18,1,장자호수공원역,개통 전
인창동,주공6,58.14,36500,1996,2018-08-24,4,장자호수공원역,개통 전
인창동,신일,124.47,63000,1996,2018-08-18,12,장자호수공원역,개통 전
인창동,우방아이유쉘,84.7362,33350,2001,2018-08-25,11,장자호수공원역,개통 전
인창동,주공6,49.67,31500,1996,2018-08-24,8,장자호수공원역,개통 전
