법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
대성동,은어송마을2단지(코오롱하늘채),84.997,19800,2007,2007-04-25,14,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23250,2007,2007-04-19,7,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,26350,2007,2007-04-19,17,대전 1호선,개통 후
홍도동,홍도,45.525,4500,1996,2007-04-24,5,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19950,2007,2007-04-18,18,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23100,2007,2007-04-19,10,대전 1호선,개통 후
용전동,신동아,84.56,9400,1990,2007-04-05,8,대전 1호선,개통 후
가양동,신도,84.96,8000,1978,2007-04-09,4,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19800,2007,2007-04-18,18,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19030,2007,2007-04-19,20,대전 1호선,개통 후
용운동,삼정하이츠,55.62,5800,1990,2007-04-24,3,대전 1호선,개통 후
인동,구룡아트빌,83.17,9000,2005,2007-04-16,7,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19380,2007,2007-04-18,25,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,25200,2007,2007-04-20,17,대전 1호선,개통 후
판암동,주공5,44.94,4570,1992,2007-04-23,9,대전 1호선,개통 후
판암동,주공6,38.64,3250,1992,2007-04-20,10,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.997,18916,2007,2007-04-23,1,대전 1호선,개통 후
가오동,주공(210),49.22,6800,1985,2007-04-10,2,대전 1호선,개통 후
용운동,용운주공2단지,32.39,3000,1987,2007-04-19,5,대전 1호선,개통 후
용운동,용운주공2단지,41.3,4300,1987,2007-04-04,5,대전 1호선,개통 후
대성동,삼익세라믹,84.97,7500,1991,2007-04-14,14,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19909,2007,2007-04-16,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,22920,2007,2007-04-19,11,대전 1호선,개통 후
용전동,신동아,84.56,8000,1990,2007-04-10,13,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23620,2007,2007-04-17,15,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,21750,2007,2007-04-17,1,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19380,2007,2007-04-19,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19680,2007,2007-04-18,17,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19330,2007,2007-04-18,30,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19380,2007,2007-04-18,13,대전 1호선,개통 후
판암동,주공1,79.07,9450,1990,2007-04-06,7,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,22320,2007,2007-04-19,3,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,26150,2007,2007-04-16,16,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19530,2007,2007-04-12,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19200,2007,2007-04-16,10,대전 1호선,개통 후
판암동,주공1,79.07,9360,1990,2007-04-05,13,대전 1호선,개통 후
가양동,와이즈빌,84.855,12000,2005,2007-04-18,6,대전 1호선,개통 후
판암동,주공2,79.07,9000,1990,2007-04-10,4,대전 1호선,개통 후
용운동,용운주공2단지,32.39,4000,1987,2007-04-10,4,대전 1호선,개통 후
용전동,신동아,67.64,7200,1990,2007-04-13,2,대전 1호선,개통 후
가양동,와이즈빌,84.855,12000,2005,2007-04-18,4,대전 1호선,개통 후
가오동,천동주공,39.72,5400,1985,2007-04-04,3,대전 1호선,개통 후
효동,효동현대,84.6825,12200,1998,2007-04-06,21,대전 1호선,개통 후
가오동,천동주공,47.1,6740,1985,2007-04-03,4,대전 1호선,개통 후
판암동,주공1,59.39,6500,1990,2007-04-03,7,대전 1호선,개통 후
용전동,한숲,114.75,19600,1999,2007-04-11,12,대전 1호선,개통 후
용전동,신동아,84.56,9300,1990,2007-04-07,6,대전 1호선,개통 후
용전동,신동아,84.56,10000,1990,2007-04-04,11,대전 1호선,개통 후
용전동,신동아,111.69,12000,1990,2007-04-02,3,대전 1호선,개통 후
홍도동,홍도,45.525,4600,1996,2007-04-04,2,대전 1호선,개통 후
홍도동,홍도,42.015,4100,1996,2007-04-02,10,대전 1호선,개통 후
용운동,주공,51.68,8000,1985,2007-04-13,1,대전 1호선,개통 후
대성동,삼익세라믹,72.625,6700,1991,2007-04-05,1,대전 1호선,개통 후
대성동,삼익세라믹,84.97,8250,1991,2007-04-03,14,대전 1호선,개통 후
판암동,주공6,44.94,3800,1992,2007-04-09,1,대전 1호선,개통 후
판암동,주공2,59.39,6500,1990,2007-04-12,12,대전 1호선,개통 후
효동,효동현대,99.88,16000,1998,2007-04-06,1,대전 1호선,개통 후
판암동,주공1,45.77,4850,1990,2007-04-09,12,대전 1호선,개통 후
용전동,한숲,59.925,9550,1999,2007-04-12,5,대전 1호선,개통 후
홍도동,경성맨션1,84.96,8750,1985,2007-04-02,7,대전 1호선,개통 후
홍도동,홍도,42.015,4200,1996,2007-04-12,8,대전 1호선,개통 후
삼성동,빌라맨션,156.852,16000,1980,2007-04-02,12,대전 1호선,개통 후
자양동,동아아파트(201),134.6,13600,1990,2007-04-09,1,대전 1호선,개통 후
자양동,동아아파트(201),134.6,16300,1990,2007-04-10,8,대전 1호선,개통 후
가양동,평화타운맨션,67.28,6000,1990,2007-04-04,6,대전 1호선,개통 후
판암동,주공1,79.07,9000,1990,2007-04-05,2,대전 1호선,개통 후
대성동,삼익세라믹,84.97,8000,1991,2007-04-03,6,대전 1호선,개통 후
판암동,주공6,38.64,3400,1992,2007-04-03,8,대전 1호선,개통 후
가양동,와이즈빌,84.855,11100,2005,2007-04-04,1,대전 1호선,개통 후
가양동,와이즈빌,84.855,11000,2005,2007-04-04,1,대전 1호선,개통 후
가양동,와이즈빌,84.855,12000,2005,2007-04-04,5,대전 1호선,개통 후
가양동,와이즈빌,84.855,11000,2005,2007-04-04,2,대전 1호선,개통 후
가양동,와이즈빌,84.855,12000,2005,2007-04-04,6,대전 1호선,개통 후
가양동,와이즈빌,84.855,11000,2005,2007-04-04,2,대전 1호선,개통 후
가양동,와이즈빌,84.855,11000,2005,2007-04-04,3,대전 1호선,개통 후
용전동,신동아,84.56,10000,1990,2007-05-28,13,대전 1호선,개통 후
용전동,신동아,84.56,9000,1990,2007-05-30,4,대전 1호선,개통 후
홍도동,홍도,42.015,4300,1996,2007-05-29,3,대전 1호선,개통 후
삼성동,한밭자이,134.9711,28200,2006,2007-05-28,30,대전 1호선,개통 후
가오동,주공(210),59.3,9000,1985,2007-05-28,2,대전 1호선,개통 후
판암동,주공1,59.39,6400,1990,2007-05-17,10,대전 1호선,개통 후
자양동,동아아파트(201),84.89,9350,1990,2007-05-23,10,대전 1호선,개통 후
용운동,한화꿈에그린,84.4963,16500,2006,2007-05-19,13,대전 1호선,개통 후
